event_id,lat,lon,date,source
FLX_229,6.64,101.1,2008-12-29,DFO
FLX_230,8.92,125.46,2009-01-02,EMDAT_GEO
FLX_231,8.45,125.04,2009-01-03,DFO
FLX_232,7.12,124.95,2009-01-26,DFO
FLX_233,-2.63,120.26,2009-01-28,DFO
FLX_234,3.34,113.77,2009-02-02,DFO
FLX_235,9.9,122.97,2009-02-07,DFO
FLX_236,0.81,121.98,2009-02-23,DFO
FLX_237,4.27,114.67,2009-03-17,DFO
FLX_238,6.55,106.36,2009-03-26,EMDAT
FLX_239,-6.55,106.36,2009-03-27,DFO
FLX_240,-1.21,100.73,2009-03-30,DFO
FLX_241,-0.3,116.93,2009-04-17,DFO
FLX_242,18.03,121.36,2009-05-03,DFO
FLX_243,20.673965,104.302485,2009-05-10,GFD
FLX_244,20.67,104.3,2009-07-03,DFO
FLX_245,4.55,101.83,2009-07-12,DFO
FLX_246,17.12,121.35,2009-07-16,DFO
FLX_247,7.65,125.37,2009-07-25,DFO
FLX_248,17.87,121.44,2009-08-07,DFO
FLX_249,17.83,104.79,2009-08-10,DFO
FLX_250,17.23,121.37,2009-09-01,DFO
FLX_251,2.89,98.59,2009-09-15,DFO
FLX_252,15.19,108.02,2009-09-25,DFO
FLX_253,14.87,120.75,2009-09-25,DFO
FLX_254,14.9,107.98,2009-09-28,DFO
FLX_255,17.57569,121.422102,2009-10-02,GFD
FLX_256,0.0,121.422,2009-10-02,DFO
FLX_257,15.57,107.39,2009-10-23,DFO
FLX_258,14.91,107.66,2009-10-30,DFO
FLX_259,7.47,99.91,2009-11-07,DFO
FLX_260,5.74,100.96,2009-11-10,DFO
FLX_261,1.43,103.83,2009-11-19,DFO
FLX_262,4.99,102.36,2009-11-21,DFO
FLX_263,-7.6977397,112.4914199,2010-01-11,EMDAT_GEO
FLX_264,-4.44,104.78,2010-03-24,DFO
FLX_265,-2.68,113.97,2010-04-16,DFO
FLX_266,-3.88,122.0,2010-05-08,DFO
FLX_267,6.78,125.3,2010-05-29,DFO
FLX_268,22.28,94.01,2010-06-15,DFO
FLX_269,17.1,121.47,2010-07-12,DFO
FLX_270,22.11,105.95,2010-07-23,DFO
FLX_271,-2.14,114.97,2010-07-23,DFO
FLX_272,14.444999,100.350001,2010-09-20,GFD
FLX_273,-1.223516,132.810984,2010-10-02,GFD
FLX_274,15.029999,102.195001,2010-10-10,GFD
FLX_275,18.3504832,105.7623047,2010-10-14,EMDAT_GEO
FLX_276,12.52,108.9,2010-10-28,EMDAT
FLX_277,17.71,121.8,2010-11-01,EMDAT
FLX_278,-8.672,121.6,2010-11-02,EMDAT
FLX_279,15.1821,108.8,2010-11-12,EMDAT
FLX_280,8.132,125.57,2010-12-24,EMDAT
FLX_281,8.132642,125.5658,2011-01-01,GFD
FLX_282,-6.8436,108.26,2011-01-16,EMDAT
FLX_283,9.40044,125.78,2011-01-25,EMDAT
FLX_284,-4.05208,104.67,2011-01-28,EMDAT
FLX_285,7.095271,124.865345,2011-02-01,GFD
FLX_286,4.211,97.09,2011-03-10,EMDAT
FLX_287,8.104,125.091,2011-03-14,EMDAT
FLX_288,8.666488,99.277049,2011-03-23,GFD
FLX_289,-4.39,137.83,2011-04-01,EMDAT
FLX_290,8.306,125.21,2011-05-28,EMDAT
FLX_291,8.306337,125.208244,2011-06-05,GFD
FLX_292,19.3801,101.56,2011-06-23,EMDAT
FLX_293,7.398,126.05,2011-06-28,EMDAT
FLX_294,17.0382,102.822185,2011-08-05,GFD
FLX_295,12.004283,105.501152,2011-08-10,GFD
FLX_296,22.3069302,104.1829592,2011-09-14,EMDAT_GEO
FLX_297,10.0362046,105.7872656,2011-09-15,EMDAT_GEO
FLX_298,17.342998,121.54776,2011-09-28,GFD
FLX_299,24.4741444,95.4788047,2011-10-19,EMDAT_GEO
FLX_300,17.5157162,106.6225405,2011-10-21,EMDAT_GEO
FLX_301,8.085,125.93,2011-11-09,EMDAT
FLX_302,1.698541,100.378,2011-11-27,GFD
FLX_303,8.526491,124.875163,2011-12-16,GFD
FLX_304,-7.379525,110.236252,2011-12-18,GFD
FLX_305,8.772281,99.423816,2012-01-01,GFD
FLX_306,13.416667,121.95,2012-01-17,EMDAT_GEO
FLX_307,-7.482774,112.50974,2012-01-27,GFD
FLX_308,-6.318737,106.658074,2012-02-12,GFD
FLX_309,8.223924,125.264627,2012-02-20,GFD
FLX_310,-2.585677,103.415798,2012-02-20,GFD
FLX_311,13.628836,123.278367,2012-03-26,GFD
FLX_312,11.3852987,122.6377315,2012-03-27,EMDAT_GEO
FLX_313,6.873,124.78,2012-06-09,EMDAT
FLX_314,8.022778,124.998611,2012-06-12,EMDAT_GEO
FLX_315,16.5919,97.85,2012-07-15,EMDAT
FLX_316,14.6436031,120.4657622,2012-08-06,EMDAT_GEO
FLX_317,17.09,99.64,2012-08-15,EMDAT
FLX_318,17.090901,99.640458,2012-09-12,GFD
FLX_319,13.7989147,102.8862666,2012-09-17,EMDAT_GEO
FLX_320,7.987227,124.468671,2012-12-04,GFD
FLX_321,-3.867021,121.883077,2013-01-03,GFD
FLX_322,-0.86702,121.88,2013-01-03,EMDAT
FLX_323,7.256988,125.30844,2013-01-04,GFD
FLX_324,-6.179453,106.729879,2013-01-13,GFD
FLX_325,8.022778,124.998611,2013-01-15,EMDAT_GEO
FLX_326,1.0256,124.51,2013-02-15,EMDAT
FLX_327,-2.41871,104.265313,2013-02-20,GFD
FLX_328,18.3122,98.16,2013-07-25,EMDAT
FLX_329,22.3069302,104.1829592,2013-07-28,EMDAT_GEO
FLX_330,8.022778,124.998611,2013-08-01,EMDAT_GEO
FLX_331,16.3191,121.14,2013-08-13,EMDAT
FLX_332,22.7426936,106.1060926,2013-09-03,EMDAT_GEO
FLX_333,22.8168007,104.9504515,2013-09-15,EMDAT_GEO
FLX_334,12.8741856,108.7979302,2013-09-16,EMDAT_GEO
FLX_335,11.8000378,106.9151381,2013-09-24,EMDAT_GEO
FLX_336,12.658027,105.083548,2013-09-27,GFD
FLX_337,13.081862,101.693689,2013-09-30,GFD
FLX_338,11.6,124.49,2013-10-04,EMDAT_GEO
